101,Bill Cartwright,1982-83,25,NYK,NBA,82,82,2468,19.0,.627,.566,8.7,19.5,14.0,8.6,0.8,3.2,16.5,21.3,114,99,5.7,4.4,10.1,.197,.566,,.744
102,Hakeem Olajuwon *,1988-89,26,HOU,NBA,82,82,3024,25.2,.552,.508,12.2,27.2,19.8,8.2,3.3,5.5,13.0,28.2,108,95,4.6,7.8,12.4,.197,.508,.000,.696
103,David Robinson *,1992-93,27,SAS,NBA,82,82,3211,24.2,.569,.503,8.6,24.8,17.1,15.0,2.0,5.1,12.5,26.4,113,100,6.7,6.4,13.2,.197,.501,.176,.732
104,Yao Ming,2008-09,28,HOU,NBA,77,77,2589,22.7,.618,.549,9.6,24.1,17.1,10.0,0.6,4.2,16.0,26.2,114,101,5.6,5.0,10.6,.196,.548,1.000,.866
105,Yao Ming,2007-08,27,HOU,NBA,55,55,2044,22.5,.587,.507,9.6,22.9,16.4,11.5,0.6,4.0,15.1,27.1,112,99,4.2,4.1,8.3,.196,.507,.000,.850
106,Arvydas Sabonis *,2002-03,38,POR,NBA,78,1,1209,20.5,.549,.481,8.8,24.7,16.7,19.3,2.7,3.1,14.8,19.4,113,97,2.6,2.3,4.9,.196,.476,.500,.787
107,Clifford Ray,1972-73,24,CHI,NBA,73,,2009,17.4,.522,.492,,,19.9,17.9,,,,,,,2.5,5.6,8.1,.194,.492,,.619
108,Chuck Share,1956-57,29,STL,NBA,72,,1673,18.9,.522,.439,,,,,,,,,,,4.7,2.0,6.7,.193,.439,,.684
109,Kareem Abdul-Jabbar *,1981-82,34,LAL,NBA,76,76,2677,23.4,.608,.579,7.3,19.1,13.4,11.9,1.1,4.1,13.3,25.6,116,104,6.9,3.9,10.7,.192,.579,.000,.706
110,Wilt Chamberlain *,1968-69,32,LAL,NBA,81,,3669,21.9,.564,.583,,,,13.8,,,,,,,9.4,5.3,14.7,.192,.583,,.446
111,Dikembe Mutombo,2006-07,40,HOU,NBA,75,33,1289,14.4,.601,.556,14.7,28.7,21.8,1.5,0.9,4.5,16.6,8.3,126,96,2.1,3.0,5.2,.192,.556,,.690
112,Shaquille O'Neal,2003-04,31,LAL,NBA,67,67,2464,24.4,.578,.584,11.1,24.4,17.7,14.8,0.7,5.0,13.5,26.3,109,98,5.9,4.0,9.9,.192,.584,,.490
113,Robert Parish *,1981-82,28,BOS,NBA,80,78,2534,22.6,.571,.542,12.8,24.5,18.8,8.4,1.3,4.1,13.7,25.5,112,99,5.0,5.1,10.0,.190,.542,,.710
114,Bill Cartwright,1983-84,26,NYK,NBA,77,77,2487,18.5,.637,.561,9.6,22.1,15.9,6.4,0.9,2.4,16.3,20.6,118,102,5.6,4.2,9.8,.189,.561,.000,.805
115,Artis Gilmore *,1982-83,33,SAS,NBA,82,82,2797,21.2,.668,.626,12.1,25.8,19.2,6.1,0.7,3.7,18.7,19.4,119,103,7.5,3.5,11.0,.189,.626,.000,.740
116,Zydrunas Ilgauskas,1997-98,22,CLE,NBA,82,81,2379,19.7,.564,.519,14.6,22.6,18.6,5.7,1.2,4.3,12.6,22.4,111,97,4.5,4.8,9.4,.189,.518,.250,.762
117,Hakeem Olajuwon *,1986-87,24,HOU,NBA,75,75,2760,23.8,.554,.509,12.7,21.3,17.1,12.6,2.4,5.3,12.6,26.8,111,99,4.9,6.0,10.9,.189,.508,.200,.702
118,Kareem Abdul-Jabbar *,1969-70,22,MIL,NBA,82,,3534,22.5,.552,.518,,,,13.1,,,,,,,9.3,4.5,13.8,.187,.518,,.653
119,Artis Gilmore *,1978-79,29,CHI,NBA,82,,3265,22.3,.619,.575,9.9,25.0,17.5,12.9,0.7,2.6,16.5,23.0,114,102,8.6,4.1,12.7,.186,.575,,.739
120,Dikembe Mutombo,2004-05,38,HOU,NBA,80,2,1212,16.4,.575,.498,14.8,25.9,20.5,1.3,0.7,6.5,15.4,12.9,117,96,2.0,2.7,4.7,.186,.498,,.741

121,Hakeem Olajuwon *,1985-86,23,HOU,NBA,68,68,2467,24.2,.560,.526,14.4,19.8,17.1,8.0,2.5,5.2,12.0,25.6,113,102,5.3,4.2,9.5,.186,.526,,.645
122,Chuck Share,1952-53,25,FTW,NBA,67,,1044,19.1,.496,.358,,,,,,,,,,,2.4,1.7,4.0,.186,.358,,.735
123,Zelmo Beaty,1967-68,28,STL,NBA,82,,3068,19.3,.555,.488,,,,8.4,,,,,,,8.2,3.6,11.8,.185,.488,,.794
124,Andris Biedrins,2007-08,21,GSW,NBA,76,59,2078,19.2,.637,.626,12.7,26.2,19.1,5.2,1.3,3.3,12.0,14.4,127,106,5.4,2.6,8.0,.185,.626,,.620
125,Bill Russell *,1962-63,28,BOS,NBA,78,,3500,18.2,.464,.432,,,,,,,,,,,1.0,12.6,13.5,.185,.432,,.555
126,Zydrunas Ilgauskas,2005-06,30,CLE,NBA,78,78,2283,21.9,.576,.506,12.6,18.1,15.3,7.4,0.9,4.6,12.8,24.6,114,104,5.6,3.1,8.7,.184,.506,.000,.834
127,Brad Miller,2003-04,27,SAC,NBA,72,53,2621,19.4,.579,.518,8.5,23.3,16.1,18.5,1.3,2.3,14.1,17.6,118,102,7.1,3.0,10.0,.184,.510,.316,.778
128,Andrew Bynum,2011-12,24,LAL,NBA,60,60,2112,22.9,.594,.558,10.6,26.1,18.7,7.4,0.7,4.0,13.9,23.8,112,100,4.8,3.3,8.0,.183,.558,.200,.692
129,Bill Cartwright,1987-88,30,NYK,NBA,82,4,1676,17.8,.639,.544,8.4,18.1,13.1,7.5,1.2,1.6,15.9,20.6,120,106,4.3,2.1,6.4,.183,.544,,.798
130,Tyson Chandler,2004-05,22,CHI,NBA,80,10,2189,16.4,.565,.494,13.4,26.1,19.8,4.8,1.6,4.8,17.2,14.0,112,94,2.8,5.5,8.3,.183,.494,.000,.673
131,Artis Gilmore *,1984-85,35,SAS,NBA,81,81,2756,20.3,.680,.623,9.8,24.5,17.4,6.4,0.7,3.5,17.5,20.0,121,106,7.1,3.3,10.5,.183,.623,.000,.749
132,Al Horford,2009-10,23,ATL,NBA,81,81,2845,19.4,.594,.552,9.6,23.3,16.4,10.4,1.1,2.4,11.2,17.6,121,105,6.9,3.9,10.9,.183,.551,1.000,.789
133,Dikembe Mutombo,1996-97,30,ATL,NBA,80,80,2973,19.0,.584,.527,11.0,25.9,18.6,6.4,0.9,7.0,16.9,17.4,113,97,4.7,6.6,11.3,.183,.527,,.705
134,Scot Pollard,1999-00,24,SAC,NBA,76,5,1336,15.8,.584,.527,13.0,18.5,15.8,4.5,2.0,2.9,12.4,12.6,122,99,2.9,2.2,5.1,.183,.527,,.717
135,Tom Boerwinkle,1970-71,25,CHI,NBA,82,,2370,20.4,.526,.485,,,22.6,23.1,,,,,,,3.4,5.6,9.0,.182,.485,,.724
136,Bill Laimbeer,1989-90,32,DET,NBA,81,81,2675,15.8,.564,.520,7.1,26.0,16.6,9.1,1.1,2.0,10.1,15.6,119,100,4.7,5.4,10.1,.182,.484,.361,.854
137,Hakeem Olajuwon *,1987-88,25,HOU,NBA,79,79,2825,23.4,.555,.514,11.2,24.1,17.7,9.2,2.7,4.2,13.0,26.5,109,98,4.4,6.3,10.7,.182,.514,.000,.695
138,Bill Laimbeer,1983-84,26,DET,NBA,82,82,2864,19.2,.590,.530,11.8,26.0,18.6,6.8,0.8,1.6,11.1,18.2,122,106,7.3,3.5,10.8,.181,.530,.000,.866
139,Hakeem Olajuwon *,1994-95,32,HOU,NBA,72,72,2853,26.0,.563,.517,7.3,23.1,15.6,17.2,2.4,5.9,11.7,31.7,110,100,5.1,5.6,10.7,.181,.517,.188,.756
140,Bill Russell *,1960-61,26,BOS,NBA,78,,3458,18.1,.454,.426,,,,,,,,,,,1.7,11.3,13.0,.181,.426,,.550

141,Artis Gilmore *,1977-78,28,CHI,NBA,82,,3067,23.5,.604,.559,11.3,26.6,19.0,14.0,0.6,3.2,19.1,25.3,108,99,7.8,3.7,11.5,.180,.559,,.704
142,Matt Geiger,1993-94,24,MIA,NBA,72,0,1199,16.7,.624,.575,11.2,17.5,14.3,4.2,1.5,1.7,12.7,17.2,123,105,3.1,1.4,4.5,.179,.574,.200,.779
143,Al Horford,2010-11,24,ATL,NBA,77,77,2704,20.7,.587,.558,8.2,23.7,16.0,17.5,1.2,2.3,10.6,19.7,118,105,6.4,3.7,10.1,.179,.557,.500,.798
144,Zelmo Beaty,1964-65,25,STL,NBA,80,,2916,17.2,.537,.482,,,,5.6,,,,,,,6.8,4.0,10.8,.178,.482,,.715
